"","name","name_match","id_match","1860-1864","1864-1866","1866-1868","1868-1871","1871-1875","1875-1879","1879-1883","1883-1884","1884-1886","1886-1887","1887-1888","1888-1891","1891-1894","1894-1897","1897-1901","1901-1905","1905-1909","1909-1913","1913-1917","1917-1918","1918-1922"
"160","Bernardus Dirks Eerdmans","Bernardus Dirks Eerdmans","00369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"161","Adolf Robbert van de Laar","Adolf Robbert Laar","00774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"162","Karel Adrianus Meeussen","Karel Adrianus Meeussen","00895",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","Willem Hendrik van Idzerda","Wieger Hendrikus Idzerda","00625",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","Herman Albrecht Insinger","Herman Albrecht Insinger","00628",0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","Isaäc Burchard Diederik van den Berch van Heemstede","Isaäc Burchard Diederik Berch van Heemstede","00087",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
"166","Willy Kruyt","Willem Kaay","00666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"167","Nicolaas Olivier","Nicolaas Olivier","01000",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","Pieter Philip van Bosse","Pieter Philip Bosse","00184",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","Leopold Haffmans","Meinard Tydeman","01384",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"170","Idzerd Frans van Humalda van Eysinga","Idzerd Frans Humalda van Eysinga","00618",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","Wilco Julius van Welderen Rengers","Wilco Julius Welderen baron Rengers","01518",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"172","Hubert Joachim Brouwers","Hubert Joachim Brouwers","00217",0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"173","Jean Gustave Stanislas Bevers","Jean Gustave Stanislas Bevers","00108",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"174","Henri Marchant","Henri Polak","01046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"175","Willem Treub","Willem Drees","00340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
"176","Hendrik Lodewijk Drucker","Hendrik Lodewijk Drucker","00348",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
"177","Anthony Brummelkamp jr.","Anthony Brummelkamp","00228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
"178","Harm Kolthek","Harm Kolthek","00728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"179","Johannes Hendricus Hubertus de Poorter","Johannes Hendricus Hubertus Poorter","01054",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","Jan Zijp Kzn.","Jan Zijp","01613",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"181","Willem Henricus Jacobus Theodorus van Basten Batenburg","Willem Henricus Jacobus Theodorus Basten Batenburg","00065",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"182","Johannes Franciscus Jansen","Johannes Franciscus Jansen","00636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"183","Willem van der Vlugt","Willem Vlugt","01457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"184","Walrave Boissevain","Walrave Boissevain","00152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"185","Willem Wijk","Willem Dolk","00325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"186","Karel Arnold Poortman","Karel Arnoldus Poortman","01055",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","Jan Karel van Goltstein","Jan Karel Goltstein","00473",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","Levinus Wilhelmus Christiaan Keuchenius","Levinus Wilhelmus Christiaan Keuchenius","00691",0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"189","Pieter Hendrik Saaymans Vader","Pieter Hendrik Saaymans Vader","01166",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","Allard van der Borch van Verwolde ","Allard Philip Reinier Carel Borch van Verwolde","00163",0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
"191","Eppo Cremers","Otto Rees","01093",0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"192","Antoine Plate","Antoine Plate","01036",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"193","Albertus van Delden","Albertus Delden","00299",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"194","Pieter Jelles Troelstra","Pieter Jelles Troelstra","01376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"195","Cornelis Frans Jacobus Blooker ","Cornelis Frans Jacobus Blooker","00134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"196","Pieter van Foreest ","Pieter Foreest","00417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"197","Dirk Jan de Geer","Dirk Jan Geer","00432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"198","Jan van Rijzewijk","Joannes Rijzewijk","01165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"199","Johan Rudolf Thorbecke","Johan Rudolf Thorbecke","01361",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","Petrus van der Veen","Petrus Veen","01395",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","Otto van Rees ","Otto Rees","01093",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","Johan George Gleichman","Johan George Gleichman","00462",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"203","Frederic Joseph Maria Anton Reekers","Frederic Joseph Maria Anton Reekers","01091",0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"204","Franciscus Theodorus Johannes Hubertus Dobbelmann","Franciscus Theodorus Johannes Hubertus Dobbelmann","00318",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"205","Jan Schaper","Jan Schepel","01191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"206","Alexander van Dedem","Alexander Dedem","00293",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"207","Albertus Nicolaas Fleskens","Albertus Nicolaas Fleskens","00408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"208","Conrad Theodor van Deventer","Conrad Theodor Deventer","00303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"209","Johan Brautigam","Johan Brautigam","00200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"210","Rembertus Westerhoff","Rembertus Westerhoff","01527",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","Mari Aert Frederic Henri Hoffmann","Mari Aert Frederic Henri Hoffmann","00589",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","Johannes Maria Benedictus Josephus van der Does de Willebois","Johannes Maria Benedictus Josephus Does de Willebois","00322",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","Jacobus Gerardus de Bruijn","Jacobus Gerardus Bruijn","00231",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","Hendrik Seret","Hendrik Seret","01238",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"215","Klaas de Jong ","Klaas Reyne","01106",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"216","Jean Clercx","Jan Alphen","00019",0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"217","Abraham van Karnebeek","Abraham Kuyper","00766",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
"218","Martin de Ras","Martinus Ras","01085",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"219","Jacob Johan van Kerkwijk","Jacob Johan Kerkwijk","00684",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"220","Willem de Jong","Willem Lynden","00855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"221","Henri van Groenendael","Hendrik Jan Woudenberg","01569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"222","Jan van Best","Joannes Best","00104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"223","Bartholomeus Gerretson","Bartholomeus Johannes Gerretson","00448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"224","Berend Wichers","Berend Wichers","01539",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","Willem van Lynden","Willem Lynden","00855",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","Albertus van Naamen van Eemnes","Albertus Naamen van Eemnes","00954",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","Guillaume Eugène François Xavier Mathias Kerens de Wylré","Guillaume Eugène François Xavier Mathias Kerens de Wylré","00683",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","Jan van Stolk Jzn.","Jan Stolk","01311",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","Petrus Jacobus Franciscus Vermeulen","Petrus Jacobus Franciscus Vermeulen","01422",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"230","Meindert Boogaerdt Bzn.","Meindert Boogaerdt","00159",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"231","Joseph Willem Jan Carel Marie van Nispen tot Sevenaer","Joseph Willem Jan Carel Marie Nispen tot Sevenaer","00975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"232","Victor Henri Rutgers","Victor Henri Rutgers","01147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"233","Kornelis Eland","Kornelis Eland","00374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"234","Pieter Johannes de Kanter","Pieter Johannes Kanter","00672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"235","Edmond van Wintershoven","Hendrik Pyttersen","01069",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","Simon Cool","Simon Cool","00265",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","Hendrikus Octavius Wichers","Hendrikus Octavius Wichers","01540",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","Willem Wintgens","Willem Wintgens","01557",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"239","Willem Jacob Geertsema","Willem Jacob Geertsema","00438",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"240","Maurits van Asch van Wijck","Hendrick Maurits Jan Asch van Wijck","00036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"241","Simon de Vries Czn","Simon Vries","01489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"242","Johan Reinhardt Snoeck Henkemans","Johan Reinhardt Snoeck Henkemans","01283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"243","Adriaan Gerhard","Adrien Henri Gerhard","00447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"244","Frans Drion","Jan Tuin","01381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"245","Bernardus Hermanus Heldt","Bernardus Hermanus Heldt","00553",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
"246","Charles Casimir Marie Hubert de Bieberstein Rogalla Zawadsky","Charles Casimir Marie Hubert Bieberstein Rogalla Zawadsky","00114",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"247","Jan Gerard van Deinse","Jan Gerard Deinse","00297",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"248","Gerardus Jacobus Goekoop","Gerardus Jacobus Goekoop","00468",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
"249","Lodewijk Franciscus Duymaer van Twist","Lodewijk Franciscus Duymaer van Twist","00354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"250","Jo Westerman","Johanna Westerman","01529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251","Isaac Paul Delprat","Isaäc Paul Delprat","00301",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","Willem van Goltstein van Oldenaller","Willem Goltstein van Oldenaller","00475",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","Samuel van Houten","Samuel Houten","00607",0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"254","Jacob Dam","Jacob Dam","00285",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","Jan Elias Huydecoper van Maarsseveen en Nigtevecht","Jan Elias Huydecoper van Maarsseveen en Nigtevecht","00621",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"256","Arend Braat","Arend Braat","00191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"257","Schelte Wybenga","Schelte Wybenga","01572",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"258","Johannes Jerphaas Hasselman","Johannes Jerphaas Hasselman","00528",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","Jacob Duyvis","Jacob Duyvis","00358",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"260","Bartholomeus Johannes Gerretson","Bartholomeus Johannes Gerretson","00448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"261","Charles Ludovicus van de Bilt","Charles Ludovicus Bilt","00121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"262","Siebert Rudolph van Franck","Siebert Rudolph Franck","00419",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","Cornelis van Heukelom","Cornelis Heukelom","00569",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","Theodore Gerard Glaude Valette","Theodore Gerard Glaude Valette","01389",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"265","Piet Nolting","Pieter Nolting","00983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"266","Julius van Zuylen van Nijevelt","Jacob Pieter Pompejus Zuylen van Nijevelt","01602",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","Gijsbert van Tienhoven","Gijsbert Tienhoven","01365",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","Willem Gerard Brantsen van de Zijp","Willem Gerard Brantsen van de Zijp","00198",0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"269","Willem van der Kaay","Willem Kaay","00666",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"270","Ernest d'Olne","Aris Kool","00731",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"271","Theo Heemskerk","Jan Heemskerk","00538",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
"272","Simon de Vries Czn.","Simon Vries","01489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"273","Louis van Heiden Reinestein","Louis Heiden Reinestein","00549",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274","Jan Willem Hendrik Rutgers van Rozenburg ","Jan Willem Hendrik Rutgers van Rozenburg","01148",0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"275","Otto van Wassenaer van Catwijck","Otto Wassenaer van Catwijck","01509",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"276","Jerôme Lambrechts","Derck Engelberts","00381",0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"277","Emile Alexis Marie van der Kun","Emile Alexis Marie Kun","00763",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"278","Hendrikus Johannes Bool","Hendrik Johannes Bool","00160",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"279","Menso Johannes Pijnacker","Menso Johannes Pijnappel","01068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"280","Antonie Roodhuyzen","Antonie Roodhuyzen","01125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"281","Dirk Fock ","Dirk Fock","00410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"282","Cornelis Hoekwater","Cornelis Hoekwater","00586",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","Karel Anton Rombach","Karel Anton Rombach","01121",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","Jolle Albertus Jolles","Jolle Albertus Jolles","00645",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","Willem van Heeckeren van Kell","Willem Heeckeren van Kell","00534",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","Harm Smeenge","Harm Smeenge","01269",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"287","Adriaan Gildemeester","Adriaan Gildemeester","00458",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"288","Vincentius Adrianus Maria van den Heuvel","Vincentius Adrianus Maria Heuvel","00574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"289","Johan Willem Herman Meyert van Idsinga","Johan Willem Herman Meyert Idsinga","00624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"290","Jacobus Mattheüs de Kempenaer","Jacob Theodoor Cremer","00279",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","Gerhardus Fabius","Gerhardus Fabius","00395",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","Frans Julius Johan van Heemstra","Frans Julius Johan Heemstra","00541",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","Okke Tietes Bosgra","Okke Tietes Bosgra","00182",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"294","Adrianus Petrus de Lange","Adrianus Petrus Lange","00783",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"295","Rudolf Pieter Mees R.Azn.","Rudolf Pieter Mees","00889",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"296","Kornelis ter Laan","Kornelis Laan","00773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
"297","Arnold Engels","Arnold Kerdijk","00682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"298","Jan van der Molen","Jan Molen","00934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"299","Nicolaas Pieter Jacob Kien","Nicolaas Pieter Jacob Kien","00697",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","Jan Karel Hendrik de Roo van Alderwerelt","Jan Karel Hendrik Roo van Alderwerelt","01123",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","Jan Christiaan Fabius","Jan Christiaan Fabius","00396",0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"302","Anthonie Ernst Reuther","Anthonie Ernst Reuther","01103",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"303","George Diepen","George Diepen","00305",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"304","Petrus Boele Jacobus Ferf","Petrus Boele Jacobus Ferf","00404",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
"305","Eduard Fokker","Eduard Fokker","00413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"306","Lodewijk Henrick Johan Mari van Asch van Wijck","Lodewijk Henrick Johan Mari Asch van Wijck","00040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"307","Jan Wolter Niemeijer","Jan Wolter Niemeijer","00962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"308","Wilco Holdinga Lycklama à Nijeholt","Wilco Holdinga Lycklama à Nijeholt","00854",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Johan Herman Geertsema Czn.","Johan Herman Geertsema","00437",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","Eduard Herman s' Jacob","Eduard Herman Jacob","00631",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","James John Teding van Berkhout","James John Teding van Berkhout","01343",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","Jacob Gerard Patijn","Jacob Gerard Patijn","01022",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"313","Lourens de Groot","Lourens Groot","00491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"314","Evert du Marchie van Voorthuysen","Evert Marchie van Voorthuysen","00878",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Karel Lodewijk Joseph Cornelis","Karel Lodewijk Joseph Cornelis","00268",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","Johannes Baptista Arnoldus Josephus Maria Verheyen","Johannes Baptista Arnoldus Josephus Maria Verheijen","01414",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","Jan Willem Jacobus de Vos van Steenwijk ","Jan Willem Jacobus Vos van Steenwijk","01479",0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"318","Willem de Meijier","Willem Meijier","00917",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"319","Henri Adolphe van de Velde","Henri Adolphe Velde","01400",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0
"320","Joseph Limburg","Joseph Limburg","00822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"321","David Wijnkoop","David Joseph Wijnkoop","01584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"322","Pieter Mijer","Pieter Mijer","00953",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323","Barthold Jacob Lintelo de Geer van Jutphaas","Barthold Jacob Lintelo baron de Geer van Jutphaas","00433",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
