"","name","name_match","id_match","1860-1864","1864-1866","1866-1868","1868-1871","1871-1875","1875-1879","1879-1883","1883-1884","1884-1886","1886-1887","1887-1888","1888-1891","1891-1894","1894-1897","1897-1901","1901-1905","1905-1909","1909-1913","1913-1917","1917-1918","1918-1922"
"481","Jacob Kalff","Jacob Kalff","00668",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","Petrus Hendrik Roessingh","Petrus Hendrik Roessingh","01120",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
"483","Jacob Pieter Pompejus van Zuylen van Nijevelt","Jacob Pieter Pompejus Zuylen van Nijevelt","01602",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484","Herman Jacob Kist","Herman Jacob Kist","00701",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"485","Lambert de Ram","Martinus Ras","01085",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
"486","Aris Kool","Aris Kool","00731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"487","Otto Jacob Eifelanus van Wassenaer van Catwijck","Otto Jacob Eifelanus Wassenaer van Catwijck","01510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"488","Petrus Abraham Samuel van Limburg Brouwer","Petrus Abraham Samuel Limburg Brouwer","00823",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","Pieter Christaan Jacobus Hennequin","Pieter Christiaan Jacobus Hennequin","00562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"490","Willem van Manen Jzn.","Willem Manen","00873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"491","Joannes Coenraad Jansen","Joannes Coenraad Jansen","00635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"492","Willem Hubert Pijls","Willem Hubert Pyls","01065",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","Arnold Kerdijk","Arnold Kerdijk","00682",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
"494","Henri François Rudolf Hubrecht","Henri François Rudolf Hubrecht","00613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"495","Cornelis Herman den Hertog","Cornelis Herman Hertog","00567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"496","George Auguste Vorsterman van Oyen","George Auguste Vorsterman van Oijen","01472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"497","Johannes van Leeuwen","Johannes Leeuwen","00796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"498","Æneas Mackay ","Æneas Mackay","00861",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","Egbert Broer Kielstra","Egbert Broer Kielstra","00696",0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"500","Jacobus Marinus Pijnacker Hordijk","Jacobus Marinus Pijnacker Hordijk","01067",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"501","Gustaaf Eugenius Gijsbert Constant Karel Dommer van Poldersveldt","Gustaaf Eugenius Gijsbert Constant Karel Dommer van Poldersveldt","00327",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","Paul Therèse van der Maesen de Sombreff","Paul Theresia Maesen de Sombreff","00870",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503","Gerlach Cornelis Joannes van Reenen ","Gerlach Cornelis Joannes Reenen","01092",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","Constant Maurits Ernst van Löben Sels","Constant Maurits Ernst Löben Sels","00833",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"505","Floris Willem van Styrum ","Floris Willem Styrum","01324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"506","Pieter Rudolf Mees","Pieter Rudolf Mees","00888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"507","Jan Samuel François van Hoogstraten","Jan Samuel François Hoogstraten","00601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"508","Franciscus Lieftinck","Franciscus Lieftinck","00815",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"509","Isaäc Abraham Levy","Isaäc Abraham Levy","00809",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"510","Willem Adriaan Viruly Verbrugge","Willem Adriaan Viruly Verbrugge","01437",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"511","Otto Jacob Eifelanus van Wassenaer van Catwijck","Otto Jacob Eifelanus Wassenaer van Catwijck","01510",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"512","Pieter Rink","Pieter Rink","01113",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
"513","Nicolaas Glinderman","Nicolaas Glinderman","00463",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"514","Laurentius Nicolaas Deckers","Laurentius Nicolaas Deckers","00292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"515","Antonius Alexis Josephus Meijlink","Antonius Alexis Josephus Meijlink","00918",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","Joannes Josephus van Mulken","Joannes Josephus Mulken","00947",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517","Jan Jacob Rochussen","Jan Jacob Rochussen","01116",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","Daniël Koorders","Daniël Koorders","00736",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519","Cornelis Fock","Cornelis Fock","00409",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520","Dionysius Adrianus Petrus Norbertus Koolen","Dionysius Adrianus Petrus Norbertus Koolen","00733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"521","Louis Hermans","Jan Ankerman","00029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"522","Lambertus Eduard Lenting","Lambertus Eduard Lenting","00808",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","Jan Rudolf Meesters","Jan Rudolf Meesters","00894",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"524","Jan Jacob Willinge ","Jan Jacob Willinge","01551",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"525","Antonius Everdinus van Kempen","Antonius Everdinus Kempen","00678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"526","Albertus de Jong","Albertus Jong","00647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"527","Maup Mendels","Maurits Mendels","00902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"528","Cornelis Jacob Sickesz","Cornelis Jacob Sickesz","01246",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529","Hubert Philippus de Kanter","Hubert Philippus Kanter","00671",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"530","Eduard Ellis van Raalte","Eduard Ellis Raalte","01075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"531","Dirk de Klerk","Dirk Klerk","00704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"532","Pieter van Vliet","Pieter Vliet","01454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"533","Jan Weitkamp","Jan Weitkamp","01514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"534","Asser van Nierop","Ahasverus Samuel Nierop","00963",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535","Joannes Barendinus van Osenbruggen","Johannes Barendinus Osenbruggen","01006",0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"536","Jan Hubert Joseph Schreinemacher","Jan Hubert Joseph Schreinemacher","01228",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"537","Joost van Vollenhoven ","Joost Vollenhoven","01460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"538","Johannes Baptiste van Dijk","Johannes Baptiste Dijk","00363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"539","Johannes van Kuyk","Johannes Kuyk","00765",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540","Sebastiaan Mattheüs Sigismund de Ranitz","Sebastiaan Mattheüs Sigismund Ranitz","01081",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"541","Johannes Barendinus van Osenbruggen","Johannes Barendinus Osenbruggen","01006",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"542","Willem Rooseboom","Willem Rooseboom","01130",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"543","Alexander Willem Frederik Idenburg","Alexander Willem Frederik Idenburg","00623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"544","Hendrik Jan Smidt","Hendrik Jan Smidt","01272",0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"545","Derk de Ruiter Zijlker","Derk Ruiter Zijlker","01142",0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"546","Geuchien Zijlma","Geuchien Zijlma","01609",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"547","Johannes Krap","Johannes Krap","00750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"548","Hendrik Okma","Hendrik Okma","00995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"549","Goswijn Sannes","Goswijn Willem Sannes","01170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"550","Henri Wttewaall van Stoetwegen","Henri Assuërus Wttewaall van Stoetwegen","01571",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","Maarten Noordtzij","Maarten Noordtzij","00986",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"552","Willem Caspar de Jonge","Willem Caspar Jonge","00657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"553","Jan van Swieten","Jan Swieten","01331",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554","Lodewijk Johan Sigismund van Kempen","Lodewijk Johan Sigismund Kempen","00680",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"555","Joseph Matthias Maria Hubertus Merckelbach","Joseph Matthias Maria Hubertus Merckelbach","00904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"556","Jan Schouten ","Jan Schokking","01215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"557","Philippe Willem van der Sleyden","Philippe Willem Sleyden","01256",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"558","Jacobus Antonius Nicolaas Travaglino","Jacobus Antonius Nicolaas Travaglino","01374",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"559","Alex van Lynden van Sandenburg","Frederik Alexander Carel Lynden van Sandenburg","00858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"560","Willem Julius Emile Herman Marten de Jong","Willem Julius Emile Herman Marten Jong","00655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"561","Walle Melis Oppedijk","Walle Melis Oppedijk","01005",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"562","Theo de Meester","Jan Meesters","00893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"563","Henri Polak","Henri Polak","01046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"564","Arie Smit ","Arie Smit","01273",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
"565","Josephus Theodorus Maria Smits van Oyen","Josephus Theodorus Maria Smits van Oijen","01280",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"566","Nicolaas de Ridder","Nicolaas Ridder","01110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"567","Octaaf van Nispen tot Sevenaer","Conrad Theodor Deventer","00303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"568","François Janssen","François Casembroot","00255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"569","Chris Smeenk","Christiaan Smeenk","01270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"570","Willem Anthony Froger","Willem Anthony Froger","00428",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571","Willem Anthonie Froger","Willem Anthony Froger","00428",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"572","Joor Bastiaan Verheij","Joor Bastiaan Verheij","01411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"573","Gerrit Adriaan Arnold Middelberg","Gerrit Adriaan Arnold Middelberg","00925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"574","Wilhelmus Johannes Franciscus Juten","Wilhelmus Johannes Franciscus Juten","00665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"575","Hendrik van Loghem","Hendrik Loghem","00838",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576","Simon Taco Land","Simon Taco Land","00781",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"577","Rudolf Patijn","Anton Gijn","00499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"578","Johan Hendrik Lasonder","Johan Hendrik Lasonder","00789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"579","Hendrik Spiekman","Hendrik Spiekman","01288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"580","Gerrit Abraham de Meester","Gerrit Abraham Meester","00891",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"581","Jan Hendrik Frans Karel van Swinderen","Jan Hendrik Frans Karel Swinderen","01333",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582","Dirk Visser van Hazerswoude","Dirk Visser van Hazerswoude","01444",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"583","Dirk Visser van Hazerswoud","Dirk Visser van Hazerswoude","01444",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"584","Johan Rudolph Thorbecke","Johan Rudolf Thorbecke","01361",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","Bernardus Reinierus Franciscus van Vlijmen","Bernardus Reinierus Franciscus Vlijmen","01458",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
"586","Alexander Dirk Peter Valentijn van Löben Sels","Alexander Dirk Peter Valentijn Löben Sels","00832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"587","Syb Talma","Age Buma","00239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"588","CHU","Age Buma","00239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"589","Henry David Levyssohn Norman","Henry David Levyssohn Norman","00810",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"590","Klaas Harshoorn de Jong","Klaas Harshoorn Jong","00650",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"591","Jan Willink","Jan Willink","01552",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"592","Jacob Adriaan de Wilde","Jacob Adriaan Wilde","01548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"593","Johannes Zaaijer Azn.","Johannes Zaaijer","01591",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"594","Frederik de Monté VerLoren","Frederik Herman Monté VerLoren","00940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"595","Piet Haazevoet","Pieter Vliet","01454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"596","Frans Ossendorp","Jan Gennep","00444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"597","Ruurd Klazer Okma","Ruurd Klazer Okma","00996",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"598","Albertus Zijlstra","Albertus Zijlstra","01610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"599","Donald Jacob Mackay","Donald Jacob Mackay","00863",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600","Felix Walter","Floris Hartog","00524",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"601","Rudolf Johan Hendrik Patijn","Rudolf Johan Hendrik Patijn","01023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"602","Johannes Dirk van der Poel","Johannes Dirk Poel","01041",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"603","Arthur Kool","Arthur Kool","00732",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"604","Simon van Velzen","Simon Velzen","01404",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"605","Jan Oudegeest","Jan Oudegeest","01011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"606","Edmond Robert Hubert Regout","Edmond Robert Hubert Regout","01094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"607","Jan Hendrik de Waal Malefijt","Jan Hendrik Waal Malefijt","01498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"608","Eltjo Rugge","Eltjo Rugge","01140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"609","Cornelis Jacob den Tex","Cornelis Jacob Tex","01352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"610","Frederik Hendrik Karel Ernest de Keverberg van Kessel","Frederik Hendrik Karel Ernest Keverberg van Kessel","00692",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"611","Willem Hubert Pyls","Willem Hubert Pyls","01065",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"612","Charles Ruijs de Beerenbrouck","Charles Joseph Marie Ruijs de Beerenbrouck","01152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"613","Jan Truijen","Jan Tuin","01381",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"614","Nicolaas Pierson ","Nicolaas Glinderman","00463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"615","Lodewijk Thomson","Frederik Bos","00176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"616","Ludolph Anne Jan Wilt Sloet van de Beele","Ludolph Anne Jan Wilt Sloet van de Beele","01259",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617","Edmond Robert Hubert Regout","Edmond Robert Hubert Regout","01094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"618","Kees Kuiper","Evert Kupers","00764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"619","Schaepmannianen","Willem Manen","00873",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"620","Klaas Reyne","Klaas Reyne","01106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"621","Eelko Schaafsma","Eelco Schaafsma","01179",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"622","Karel Raymakers","Jan Heemskerk","00538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"623","Victor de Stuers","Victor Henri Rutgers","01147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"624","Nanne Sluis Pzn.","Nanne Sluis","01263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"625","Adrianus Cornelis Antonie van Vuuren","Adrianus Cornelis Antonie Vuuren","01494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"626","Theo van der Waerden","Theodorus Waerden","01500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"627","Luutzen de Vries","Luitzen Walles Vries","01488",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"628","Willem de Vlugt","Willem Vlugt","01457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"629","Antonius Ignatius Maria Josephus van Wijnbergen","Antonius Ignatius Maria Josephus Wijnbergen","01583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"630","Johannes Antonius Poels","Johannes Antonius Poels","01043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"631","August Lodewijk Willem Seyffardt","August Lodewijk Willem Seyffardt","01242",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"632","Jan van Zadelhoff","Jacob Kalff","00668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"633","Paul Reymer","Klaas Reyne","01106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"634","Lodewijk Willem Johan Karel Thomson","Lodewijk Willem Johan Karel Thomson","01359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"635","Franciscus Hubertus van Wichen","Franciscus Hubertus Wichen","01538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"636","Adriaan Marius Schagen van Leeuwen","Adriaan Marius Schagen van Leeuwen","01183",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"637","Jacob Dirk Veegens","Jacob Dirk Veegens","01391",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"638","Sjoerd Vening Meinesz","Sjoerd Anne Vening Meinesz","01405",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639","Willem Karel Marie Vrolik","Willem Karel Marie Vrolik","01491",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"640","Hendrikus Stulemeijer","Hendrikus Stulemeijer","01322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"641","Manta Meindert Schim van der Loeff","Manta Meindert Schim van der Loeff","01198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"642","Isidorus Antonius Swane","Isidorus Antonius Swane","01328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"643","Gerrit de Vries Azn.","Gerrit Vries","01487",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644","Stephanus Martinus van Wijck","Stephanus Martinus Wijck","01573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"645","Jef Wintermans","Jan Ankerman","00029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
