"name","name_match","id_match","X1860.1864","X1864.1866","X1866.1868","X1868.1871","X1871.1875","X1875.1879","X1879.1883","X1883.1884","X1884.1886","X1886.1887","X1887.1888","X1888.1891","X1891.1894","X1894.1897","X1897.1901","X1901.1905","X1905.1909","X1909.1913","X1913.1917","X1917.1918","X1918.1922"
"Jan Stoffel","Jan Stoffel","01305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Hendrik Bijleveld ","Hendrik Bijleveld","00246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bernardus Dirks Eerdmans","Bernardus Dirks Eerdmans","00369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Adolf Robbert van de Laar","Adolf Robbert Laar","00774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Karel Adrianus Meeussen","Karel Adrianus Meeussen","00895",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem Hendrik van Idzerda","Wieger Hendrikus Idzerda","00625",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herman Albrecht Insinger","Herman Albrecht Insinger","00628",0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isaäc Burchard Diederik van den Berch van Heemstede","Isaäc Burchard Diederik Berch van Heemstede","00087",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
"Willy Kruyt","John William Kruyt","00757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nicolaas Olivier","Nicolaas Olivier","01000",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pieter Philip van Bosse","Pieter Philip Bosse","00184",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leopold Haffmans","Johannes Hendrik Leopold Haffmans","00508",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Idzerd Frans van Humalda van Eysinga","Idzerd Frans Humalda van Eysinga","00618",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wilco Julius van Welderen Rengers","Wilco Julius Welderen baron Rengers","01518",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Hubert Joachim Brouwers","Hubert Joachim Brouwers","00217",0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Jean Gustave Stanislas Bevers","Jean Gustave Stanislas Bevers","00108",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Henri Marchant","Hendrik Pieter Marchant","00875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"Willem Treub","Marie Willem Frederik Treub","01375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
"Hendrik Lodewijk Drucker","Hendrik Lodewijk Drucker","00348",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
"Anthony Brummelkamp jr.","Anthony Brummelkamp","00228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
"Harm Kolthek","Harm Kolthek","00728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johannes Hendricus Hubertus de Poorter","Johannes Hendricus Hubertus Poorter","01054",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Zijp Kzn.","Jan Zijp","01613",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"Willem Henricus Jacobus Theodorus van Basten Batenburg","Willem Henricus Jacobus Theodorus Basten Batenburg","00065",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Johannes Franciscus Jansen","Johannes Franciscus Jansen","00636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Willem van der Vlugt","Willem Vlugt","01457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Walrave Boissevain","Walrave Boissevain","00152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Willem Wijk","Wilhelmus Wijk","01577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Karel Arnold Poortman","Karel Arnoldus Poortman","01055",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Karel van Goltstein","Jan Karel Goltstein","00473",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Levinus Wilhelmus Christiaan Keuchenius","Levinus Wilhelmus Christiaan Keuchenius","00691",0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Pieter Hendrik Saaymans Vader","Pieter Hendrik Saaymans Vader","01166",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allard van der Borch van Verwolde ","Allard Philip Reinier Carel Borch van Verwolde","00163",0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
"Eppo Cremers","Epimachus Jacobus Johannes Baptista Cremers","00280",0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Antoine Plate","Antoine Plate","01036",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"Albertus van Delden","Albertus Delden","00299",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"Pieter Jelles Troelstra","Pieter Jelles Troelstra","01376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"Cornelis Frans Jacobus Blooker ","Cornelis Frans Jacobus Blooker","00134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Pieter van Foreest ","Pieter Foreest","00417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"Dirk Jan de Geer","Dirk Jan Geer","00432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"Jan van Rijzewijk","Joannes Rijzewijk","01165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johan Rudolf Thorbecke","Johan Rudolf Thorbecke","01361",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Petrus van der Veen","Petrus Veen","01395",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otto van Rees ","Otto Rees","01093",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johan George Gleichman","Johan George Gleichman","00462",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"Frederic Joseph Maria Anton Reekers","Frederic Joseph Maria Anton Reekers","01091",0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Franciscus Theodorus Johannes Hubertus Dobbelmann","Franciscus Theodorus Johannes Hubertus Dobbelmann","00318",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"Jan Schaper","Johan Hendrik Andries Schaper","01189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"Alexander van Dedem","Alexander Dedem","00293",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"Albertus Nicolaas Fleskens","Albertus Nicolaas Fleskens","00408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Conrad Theodor van Deventer","Conrad Theodor Deventer","00303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Johan Brautigam","Johan Brautigam","00200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rembertus Westerhoff","Rembertus Westerhoff","01527",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mari Aert Frederic Henri Hoffmann","Mari Aert Frederic Henri Hoffmann","00589",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johannes Maria Benedictus Josephus van der Does de Willebois","Johannes Maria Benedictus Josephus Does de Willebois","00322",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jacobus Gerardus de Bruijn","Jacobus Gerardus Bruijn","00231",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hendrik Seret","Hendrik Seret","01238",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"Klaas de Jong ","Klaas Harshoorn Jong","00650",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Jean Clercx","Johannes Mattheüs Ludovicus Hubertus Clercx","00257",0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Abraham van Karnebeek","Abraham Pieter Cornelis Karnebeek","00676",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
"Martin de Ras","Martinus Ras","01085",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"Jacob Johan van Kerkwijk","Jacob Johan Kerkwijk","00684",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"Willem de Jong","Willem Julius Emile Herman Marten Jong","00655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Henri van Groenendael","Henricus Antonius Godefridus Groenendael","00487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Jan van Best","Joannes Best","00104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"Bartholomeus Gerretson","Bartholomeus Johannes Gerretson","00448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Berend Wichers","Berend Wichers","01539",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem van Lynden","Willem Lynden","00855",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Albertus van Naamen van Eemnes","Albertus Naamen van Eemnes","00954",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guillaume Eugène François Xavier Mathias Kerens de Wylré","Guillaume Eugène François Xavier Mathias Kerens de Wylré","00683",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan van Stolk Jzn.","Jan Stolk","01311",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Petrus Jacobus Franciscus Vermeulen","Petrus Jacobus Franciscus Vermeulen","01422",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"Meindert Boogaerdt Bzn.","Meindert Boogaerdt","00159",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Joseph Willem Jan Carel Marie van Nispen tot Sevenaer","Joseph Willem Jan Carel Marie Nispen tot Sevenaer","00975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"Victor Henri Rutgers","Victor Henri Rutgers","01147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Kornelis Eland","Kornelis Eland","00374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"Pieter Johannes de Kanter","Pieter Johannes Kanter","00672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Edmond van Wintershoven","Pieter Frederik Edmond Wintershoven","01556",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simon Cool","Simon Cool","00265",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hendrikus Octavius Wichers","Hendrikus Octavius Wichers","01540",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem Wintgens","Willem Wintgens","01557",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Willem Jacob Geertsema","Willem Jacob Geertsema","00438",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Maurits van Asch van Wijck","Hendrick Maurits Jan Asch van Wijck","00036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Simon de Vries Czn","Simon Vries","01489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Johan Reinhardt Snoeck Henkemans","Johan Reinhardt Snoeck Henkemans","01283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Adriaan Gerhard","Adrien Henri Gerhard","00447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Frans Drion","Franciscus Johannes Wilhelmus Drion","00344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Bernardus Hermanus Heldt","Bernardus Hermanus Heldt","00553",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
"Charles Casimir Marie Hubert de Bieberstein Rogalla Zawadsky","Charles Casimir Marie Hubert Bieberstein Rogalla Zawadsky","00114",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Jan Gerard van Deinse","Jan Gerard Deinse","00297",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Gerardus Jacobus Goekoop","Gerardus Jacobus Goekoop","00468",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
"Lodewijk Franciscus Duymaer van Twist","Lodewijk Franciscus Duymaer van Twist","00354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Jo Westerman","Johanna Westerman","01529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Isaac Paul Delprat","Isaäc Paul Delprat","00301",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem van Goltstein van Oldenaller","Willem Goltstein van Oldenaller","00475",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Samuel van Houten","Samuel Houten","00607",0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Jacob Dam","Jacob Dam","00285",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Elias Huydecoper van Maarsseveen en Nigtevecht","Jan Elias Huydecoper van Maarsseveen en Nigtevecht","00621",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Arend Braat","Arend Braat","00191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Schelte Wybenga","Schelte Wybenga","01572",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Johannes Jerphaas Hasselman","Johannes Jerphaas Hasselman","00528",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jacob Duyvis","Jacob Duyvis","00358",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bartholomeus Johannes Gerretson","Bartholomeus Johannes Gerretson","00448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Charles Ludovicus van de Bilt","Charles Ludovicus Bilt","00121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Siebert Rudolph van Franck","Siebert Rudolph Franck","00419",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cornelis van Heukelom","Cornelis Heukelom","00569",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Theodore Gerard Glaude Valette","Theodore Gerard Glaude Valette","01389",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Piet Nolting","Pieter Nolting","00983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Julius van Zuylen van Nijevelt","Jacob Pieter Pompejus Zuylen van Nijevelt","01602",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gijsbert van Tienhoven","Gijsbert Tienhoven","01365",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem Gerard Brantsen van de Zijp","Willem Gerard Brantsen van de Zijp","00198",0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"Willem van der Kaay","Willem Kaay","00666",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Ernest d'Olne","Josephus Ernestus Hubertus Wilhelmus Olne","00999",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Theo Heemskerk","Theodorus Heemskerk","00540",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
"Simon de Vries Czn.","Simon Vries","01489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Louis van Heiden Reinestein","Louis Heiden Reinestein","00549",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Willem Hendrik Rutgers van Rozenburg ","Jan Willem Hendrik Rutgers van Rozenburg","01148",0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"Otto van Wassenaer van Catwijck","Otto Wassenaer van Catwijck","01509",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Jerôme Lambrechts","Hieronymus Franciscus Lambrechts","00778",0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Emile Alexis Marie van der Kun","Emile Alexis Marie Kun","00763",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"Hendrikus Johannes Bool","Hendrik Johannes Bool","00160",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Menso Johannes Pijnacker","Menso Johannes Pijnappel","01068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Antonie Roodhuyzen","Antonie Roodhuyzen","01125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"Dirk Fock ","Dirk Fock","00410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"Cornelis Hoekwater","Cornelis Hoekwater","00586",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Karel Anton Rombach","Karel Anton Rombach","01121",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jolle Albertus Jolles","Jolle Albertus Jolles","00645",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem van Heeckeren van Kell","Willem Heeckeren van Kell","00534",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Harm Smeenge","Harm Smeenge","01269",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"Adriaan Gildemeester","Adriaan Gildemeester","00458",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Vincentius Adrianus Maria van den Heuvel","Vincentius Adrianus Maria Heuvel","00574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"Johan Willem Herman Meyert van Idsinga","Johan Willem Herman Meyert Idsinga","00624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"Jacobus Mattheüs de Kempenaer","Jacobus Mattheüs Kempenaer","00681",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gerhardus Fabius","Gerhardus Fabius","00395",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frans Julius Johan van Heemstra","Frans Julius Johan Heemstra","00541",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Okke Tietes Bosgra","Okke Tietes Bosgra","00182",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Adrianus Petrus de Lange","Adrianus Petrus Lange","00783",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rudolf Pieter Mees R.Azn.","Rudolf Pieter Mees","00889",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"Kornelis ter Laan","Kornelis Laan","00773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
"Arnold Engels","Arnoldus Hendrikus Johannes Engels","00385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Jan van der Molen","Jan Molen","00934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"Nicolaas Pieter Jacob Kien","Nicolaas Pieter Jacob Kien","00697",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Karel Hendrik de Roo van Alderwerelt","Jan Karel Hendrik Roo van Alderwerelt","01123",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Christiaan Fabius","Jan Christiaan Fabius","00396",0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"Anthonie Ernst Reuther","Anthonie Ernst Reuther","01103",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"George Diepen","George Diepen","00305",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Petrus Boele Jacobus Ferf","Petrus Boele Jacobus Ferf","00404",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
"Eduard Fokker","Eduard Fokker","00413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Lodewijk Henrick Johan Mari van Asch van Wijck","Lodewijk Henrick Johan Mari Asch van Wijck","00040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Jan Wolter Niemeijer","Jan Wolter Niemeijer","00962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Wilco Holdinga Lycklama à Nijeholt","Wilco Holdinga Lycklama à Nijeholt","00854",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johan Herman Geertsema Czn.","Johan Herman Geertsema","00437",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eduard Herman s' Jacob","Eduard Herman Jacob","00631",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"James John Teding van Berkhout","James John Teding van Berkhout","01343",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jacob Gerard Patijn","Jacob Gerard Patijn","01022",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Lourens de Groot","Lourens Groot","00491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Evert du Marchie van Voorthuysen","Evert Marchie van Voorthuysen","00878",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Karel Lodewijk Joseph Cornelis","Karel Lodewijk Joseph Cornelis","00268",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johannes Baptista Arnoldus Josephus Maria Verheyen","Johannes Baptista Arnoldus Josephus Maria Verheijen","01414",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Willem Jacobus de Vos van Steenwijk ","Jan Willem Jacobus Vos van Steenwijk","01479",0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Willem de Meijier","Willem Meijier","00917",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Henri Adolphe van de Velde","Henri Adolphe Velde","01400",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0
"Joseph Limburg","Joseph Limburg","00822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"David Wijnkoop","David Joseph Wijnkoop","01584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
