"name","name_match","id_match","X1860.1864","X1864.1866","X1866.1868","X1868.1871","X1871.1875","X1875.1879","X1879.1883","X1883.1884","X1884.1886","X1886.1887","X1887.1888","X1888.1891","X1891.1894","X1894.1897","X1897.1901","X1901.1905","X1905.1909","X1909.1913","X1913.1917","X1917.1918","X1918.1922"
"Pieter Mijer","Pieter Mijer","00953",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barthold Jacob Lintelo de Geer van Jutphaas","Barthold Jacob Lintelo baron de Geer van Jutphaas","00433",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"Alexander Frederik de Savornin Lohman","Alexander Frederik Savornin Lohman","01177",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Antoon Willem van Borssele","Anton Willem Borssele","00172",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pieter Christiaan Jacobus Hennequin","Pieter Christiaan Jacobus Hennequin","00562",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"Maurits Anton Brants","Maurits Anton Brants","00196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Jan Bomans","Johannes Bernardus Bomans","00154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Alexander van Sasse van Ysselt","Alexander Frederik Oscar Sasse van Ysselt","01172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
"Gerlach Cornelis Joannes van Reenen ","Gerlach Cornelis Joannes Reenen","01092",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pieter Jacob Elout van Soeterwoude","Pieter Jacob Elout van Soeterwoude","00377",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antonie Jacob Willem Farncombe Sanders","Antoine Jacob Willem Farncombe Sanders","00397",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"Willem Everts ","Willem Everts","00391",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"Gerrit Blankers 't Hooft","Gerrit Blankers Hooft","00596",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Johan Willem Herman Meyert van Idsinga","Johan Willem Herman Meyert Idsinga","00624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Jan van Gilse ","Jan Gilse","00460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bernardus Johannes van Stapele","Bernardus Johannes Stapele","01295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johan Louis de Jonge","Johan Louis Jonge","00656",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem Jan Roijaards van den Ham","Willem Jan Roijaards van den Ham","01135",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"Otto Jan Herbert van Limburg Stirum","Otto Jan Herbert Limburg Stirum","00826",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Jan Jacob Slicher van Domburg","Jan Jacob Slicher van Domburg","01257",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Karel Antonie Godin de Beaufort","Karel Antonie Godin de Beaufort","00465",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Herman François Hesselink van Suchtelen","Herman François Hesselink van Suchtelen","00568",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Frans Jozef Bolsius","Frans Jozef Bolsius","00153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"Otto Jan Herbert van Limburg Stirum","Otto Jan Herbert Limburg Stirum","00826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Willem Hendrik Boogaardt","Willem Hendrik Bogaardt","00150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Frederik Herman de Monté VerLoren","Frederik Herman Monté VerLoren","00940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Maarten Iman Willem Jacob Bijleveld","Maarten Iman Willem Jacob Bijleveld","00248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Pieter Hendrik Taets van Amerongen tot Natewisch","Pieter Hendrik Taets van Amerongen tot Natewisch","01337",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Petrus van den Heuvel","Petrus Heuvel","00573",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thomas Joannes Stieltjes sr.","Thomas Johannes Stieltjes","01303",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Binnert Philip van Harinxma thoe Slooten","Binnert Philip Harinxma thoe Slooten","00520",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warmold Albertinus van der Feltz","Warmold Albertinus Feltz","00400",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Hendrik Colijn","Hendrikus Colijn","00263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Augustinus Bernardus Gijsbertus Maria van Rijckevorsel","Augustinus Bernardus Gijsbertus Maria Rijckevorsel","01157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Hendrik Albeda","Hendrik Albeda","00012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Peter Marius Tutein Nolthenius","Peter Marius Tutein Nolthenius","01382",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gerard Dumbar ","Gerard Dumbar","00350",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hendrik Anthon van Rappard","Hendrik Anthon Rappard","01083",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Messchert van Vollenhoven","Jan Messchert van Vollenhoven","00909",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roeland van de Werk","Roeland Werk","01522",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Albert van Gilse","Jan Albert Gilse","00461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Coenraad van der Voort van Zijp","Coenraad Voort van Zijp","01470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"Hendrik Goeman Borgesius","Hendrik Goeman Borgesius","00469",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"Jan Willem IJzerman","Jan Willem IJzerman","01589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"Willem Frederik Carel van Lidth de Jeude","Willem Frederik Carel Lidth de Jeude","00814",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raphaël Alexander Johannes Boudewinus Maria van Nispen van Sevenaer","Raphaël Alexander Johannes Boudewinus Maria Nispen van Sevenaer","00978",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justus Dirks","Justus Dirks","00316",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Christianus Joannes Antonius Heydenrijck","Christianus Joannes Antonius Heydenrijck","00578",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isaäc Dignus Fransen van de Putte","Isaäc Dignus Fransen van de Putte","00421",1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan van Gennep","Jan Gennep","00444",0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"Abraham Kuyper","Abraham Kuyper","00766",0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
"Max Charles Emile Bongaerts","Max Charles Emile Bongaerts","00157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Wesselius Marcus Houwing","Wesselius Marcus Houwing","00609",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"Joost Adriaan van Hamel","Joost Adriaan Hamel","00518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Bernard Pieter Gesinus van Diggelen","Bernard Pieter Gesinus Diggelen","00313",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lucas Oldenhuis Gratama","Lucas Oldenhuis Gratama","00998",0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Harte van Tecklenburg","Hendrik Jan Woudenberg","01569",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"Asser Benjamin Kleerekoper","Asser Benjamin Kleerekoper","00702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Cornelis Lely","Cornelis Lely","00802",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
"Albertus Jacobus Duymaer van Twist","Albertus Jacobus Duymaer van Twist","00353",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anthony Hoynck van Papendrecht ","Anthony Hoynck van Papendrecht","00611",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem van der Hucht","Guillaume Louis Jacques Hucht","00614",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johannes Petrus Smeele","Johannes Petrus Smeele","01268",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Lodewijk Duymaer van Twist","Lodewijk Franciscus Duymaer van Twist","00354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"Fridolin Marinus Kneubel","Fridolin Marinus Knobel","00709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Nicolaas Oosterbaan ","Nicolaas Oosterbaan","01003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"Norbertus Reinerus Henricus Guljé","Norbertus Reinerus Henricus Guljé","00497",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Thomassen à Thuessink van der Hoop van Slochteren","Abraham Johan Thomassen à Thuessink van der Hoop van Slochteren","01357",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem Caspar Joseph Passtoors","Willem Caspar Joseph Passtoors","01020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"Gerard Anton van Hamel","Gerard Anton Hamel","00517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Fridolin Marinus Knobel","Fridolin Marinus Knobel","00709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Wolter Robert van Hoëvell","Wolter Robert Hoëvell","00587",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antony Moens","Antony Moens","00931",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carel van Nispen tot Sevenaer","Carel Jan Christiaan Hendrik Nispen tot Sevenaer","00973",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antonius Franciscus Vos de Wael","Antonius Franciscus Vos de Wael","01483",0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"George Hermann Hintzen","George Hermann Hintzen","00584",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"Godert Willem van Dedem ","Godert Willem Dedem","00294",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Christiaan Lucasse","Christiaan Lucasse","00849",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"Floris Willem van Styrum ","Floris Willem Styrum","01324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Antonius van Wijnbergen","Antonius Ignatius Maria Josephus Wijnbergen","01583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"Pieter Lodewijk Tak","Pieter Lodewijk Tak","01338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Frank van Lennep","Frank Karel Lennep","00806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Gerrit Johan Anne Schimmelpenninck","Gerrit Johan Anne Schimmelpenninck","01201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"Gerhard Antony IJssel de Schepper","Gerhard Antony IJssel de Schepper","01586",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joannes Antonius Christianus Arnoldus van Nispen van Sevenaer","Joannes Antonius Christianus Arnoldus Nispen van Sevenaer","00974",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aart Knijff Hzn.","Aart Knijff","00714",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Wilhelmus Jacobus Mattheüs Christianus Friesen","Wilhelmus Jacobus Mattheüs Christianus Friesen","00427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hendrik Pollema","Hendrik Pollema","01048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Eerke Albert Smidt","Eerke Albert Smidt","01271",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
"Johannes Sibinga Mulder","Johannes Sibinga Mulder","01243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Pieter Oud","Pieter Jacobus Oud","01010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Johannes Georgius Suring","Johannes Georgius Suring","01325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Hyacinthus Constantinus Fredericus Kerstens","Hyacinthus Constantinus Fredericus Kerstens","00686",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cornelis Ascanius van Sypesteyn ","Cornelis Ascanius Sypesteyn","01334",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michiel Johan de Lange","Michiel Johan Lange","00784",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johannes Leonardus Nierstrasz C.Jzn.","Johannes Leonardus Nierstrasz","00968",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Theodorus Johannes Antonius Duynstee","Theodorus Johannes Antonius Duynstee","00356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"Gerardus Bulten","Gerhardus Bulten","00237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Pieter Hiemstra","Pieter Hiemstra","00580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marten Kingma Hzn.","Marten Kingma","00700",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barend Brouwer","Barend Brouwer","00215",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Petrus Hendrik Holtzman","Petrus Hendrik Holtzman","00594",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jozef Jan Pompe van Meerdervoort","Jozef Jan Pompe van Meerdervoort","01050",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"Pieter Cornelis 't Hooft","Pieter Cornelis Hooft","00598",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Theodoor Philip Mackay ","Theodoor Philip Mackay","00864",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Jan Ernst Heeres","Jan Ernst Heeres","00544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Haye Mensonides","Haye Mensonides","00903",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem Jonckbloet","Willem Jozef Andreas Jonckbloet","00646",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gerrit Elhorst","Gerrit Elhorst","00376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Asser Benjamin Kleerekooper","Asser Benjamin Kleerekoper","00702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jan ter Laan","Jan Laan","00772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Suze Groeneweg","Susanna Groeneweg","00488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Petrus Joannes Jacobus Hollingerus Pijpers","Petrus Joannes Jacobus Hollingerus Pijpers","00592",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johannes van Kuijk","Johannes Kuyk","00765",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Henri François Rudolf Hubrecht","Henri François Rudolf Hubrecht","00613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
"Jan Frederik Heemskerk","Jan Frederik Heemskerk","00539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Cornelis Wilhelmus Oomen","Cornelis Wilhelmus Oomen","01002",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Petrus Johannes Antonius Smitz","Petrus Johannes Antonius Smitz","01281",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wynandus Gustavus Straetmans","Wynandus Gustavus Straetmans","01318",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Meesters ","Jan Meesters","00893",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Francis David Schimmelpenninck","Francis David Schimmelpenninck","01199",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Boudewijn Nierstrasz","Boudewijn Nierstrasz","00967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Gerrit Adrianus de Raadt","Gerrit Adrianus Raadt","01074",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Kappeyne van de Coppello","Johannes Kappeyne van de Coppello","00674",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johannes Albertus Sandberg","Johannes Albertus Sandberg","01168",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Schepel","Jan Schepel","01191",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"Johan Louis de Jonghe","Johan Louis Jonge","00656",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gijsbert Hendrik Thomassen à Thuessink van der Hoop","Gijsbert Hendrik Thomassen à Thuessink van der Hoop van Slochteren","01358",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Henri Maarten Anton van der Goes van Dirxland","Henri Maarten Anton Goes van Dirxland","00470",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Louis Michiels van Verduynen","Louis Paul Marie Hubert Michiels van Verduynen","00923",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"Abraham Frans Karel Hartogh","Abraham Frans Karel Hartogh","00525",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
"Gerrit Willem Melchers","Gerrit Willem Melchers","00899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Rienk van Veen","Rienk Veen","01392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
"Edsge Marten Teenstra","Edsge Marten Teenstra","01344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Leendert Nicolaas Roodenburg","Leendert Nicolaas Roodenburg","01124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Robert Rudolph Lodewijk de Muralt","Robert Rudolph Lodewijk Muralt","00949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Geert Reinders ","Geert Reinders","01100",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem Vliegen","Wilhelmus Hubertus Vliegen","01451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Josef van Schaik","Josephus Robertus Hendricus Schaik","01184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Martin Pascal Hubert Strens","Martin Pascal Hubert Strens","01319",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gerrit Adriaan Fokker","Gerrit Adriaan Fokker","00414",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Philippe Willem van der Sleijden","Philippe Willem Sleyden","01256",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Lodewijk Gerard Greeve","Lodewijk Gerard Greeve","00483",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"Joan Röell","Joan Röell","01118",0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0
"Iwan de Marchant et d'Ansembourg","Jean Baptiste Constantin Edgard Marie Marchant et d'Ansembourg","00876",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Petrus Franciscus Fruytier","Petrus Franciscus Fruytier","00430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
"Alibert Cornelis Visser van IJzendoorn","Alibert Cornelis Visser van IJzendoorn","01445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Jan Freerks Zijlker","Jan Freerks Zijlker","01608",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Elias Nicolaas Schimmelpenninck van der Oye","Jan Elias Nicolaas Schimmelpenninck van der Oye","01204",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"Hendrik Pyttersen Tzn.","Hendrik Pyttersen","01069",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"Hendrik Jan van Braambeek","Hendrik Jan Braambeek","00190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Joannes Paulus Theodorus van Nunen","Joannes Paulus Theodorus Nunen","00988",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Herman Frederik Groen van Waarder","Herman Frederik Groen van Waarder","00486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Gerrit Jannink ","Gerrit Jannink","00634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"Gerrit Simons","Gerrit Simons","01249",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arie Heijkoop","Arie Wouter Heijkoop","00579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Jean Henri de Laat de Kanter","Jean Henri Laat de Kanter","00775",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
